consumer_id,age,gender,loyalty_status
56266943513,22,Female,1
5625444359,35,Male,0
5623433357,29,Female,1
56191603513,40,Female,0
5616992353,27,Female,0
56150253514,31,Male,1
5610044352,28,Female,0
56076863513,30,Male,1
5606511355,31,Male,1
5605026352,31,Male,1
56019503513,24,Female,0
5601523354,34,Female,0
5600182351,38,Male,0
55999743515,28,Female,0
55986253516,45,Female,2
55952803515,45,Female,0
55947403513,20,Female,0
5592173352,24,Female,0
5592012352,26,Female,1
5590544352,52,Male,0
5588916353,31,Male,0
5586622358,27,Female,1
55864553512,21,Female,0
55856633517,22,Female,0
5585021352,38,Female,4
5582969352,31,Male,1
5579600359,40,Male,2
55771943515,19,Female,0
5575282353,42,Male,0
5572441351,34,Female,0
55709803515,22,Female,0
5569533351,24,Female,1
55669143515,28,Female,3
55668773510,36,Male,2
5566860352,20,Female,2
55642863515,19,Female,1
5562312353,36,Female,1
55623053516,25,Female,0
5559930359,20,Male,4
55598003513,32,Female,3
5559794351,25,Female,2
5556915359,24,Female,1
5550555351,32,Female,2
55496103513,31,Male,3
55487363511,20,Female,1
55482003510,20,Female,2
5547968357,31,Male,0
5547494355,23,Male,0
5545773351,29,Female,2
55456293511,20,Female,2
55448683512,40,Female,2
55440733511,28,Female,0
5543434352,32,Female,0
5541720353,31,Female,2
55413313515,34,Female,2
55410103511,22,Male,2
5537747359,31,Male,1
5537471353,20,Female,1
5537419351,28,Female,2
55370133516,23,Female,0
5536078359,31,Female,2
5535996357,39,Female,0
5535859355,23,Female,2
5535637352,31,Male,3
5534562352,31,Male,0
5534050354,46,Female,1
5533978357,47,Male,1
55322923513,33,Female,1
5529674355,36,Female,2
5529223357,39,Female,2
5528868359,25,Female,0
5528325352,43,Female,2
5527885355,22,Female,0
55275193510,46,Female,0
5527274353,19,Female,0
55245943510,33,Male,4
5524181351,45,Female,2
5523733358,40,Female,1
55234503512,50,Female,2
55224603511,42,Female,2
5517879353,31,Male,3
5517558358,22,Female,0
5515608356,27,Female,0
5515523355,27,Male,4
5514632356,47,Female,4
5514274355,43,Female,1
5513505353,36,Female,1
55132463512,21,Female,0
5509881359,24,Female,1
55092633516,44,Female,1
5509034352,56,Male,2
5508884353,35,Female,3
55086623510,26,Female,1
5508617351,55,Female,0
55081743514,22,Male,0
55074983513,24,Female,2
5507481351,39,Female,2
5506576352,44,Female,2
5505906355,26,Female,2
5505609351,54,Female,1
5505456353,25,Female,2
55052963517,27,Female,2
5505203355,31,Male,2
55047563514,20,Female,2
5504596359,27,Female,1
55039023512,47,Female,4
55026393516,48,Female,1
5502479352,62,Female,2
55008883513,20,Male,1
54952383512,42,Female,1
54937223510,48,Female,3
54933333517,48,Female,2
5493036351,31,Male,0
5492909359,24,Female,0
5492886359,31,Male,1
5492046352,24,Female,2
5491032359,22,Female,2
5490912354,30,Female,1
5490813352,56,Female,2
5490370353,39,Female,3
5490028353,33,Female,2
5489626353,30,Female,4
5489411359,45,Female,1
5488964352,23,Female,0
54879983510,23,Female,0
5487929351,31,Male,2
54877073511,31,Male,0
5487615353,28,Female,2
54868543516,48,Female,1
5484973359,20,Female,2
5484904352,31,Male,2
5484362356,23,Female,0
5484287352,29,Male,0
54838463516,42,Female,2
54835493513,44,Female,4
54811943513,40,Female,2
5480753353,31,Male,3
5480562354,41,Female,1
5480470351,43,Female,2
5479702351,22,Male,1
5478101353,31,Male,3
54780643512,40,Male,0
5477906354,31,Male,1
5475841354,45,Female,1
5475827351,20,Male,0
54756813516,31,Male,4
54756123514,54,Female,2
5475070353,20,Female,0
54737483512,52,Male,0
5473359351,47,Female,2
54732433515,31,Male,0
54731443516,24,Male,4
5472970351,50,Female,4
54716453517,43,Male,2
54716383510,25,Female,4
5471492355,19,Female,3
54708463517,20,Male,0
5468249353,41,Female,2
54679763512,27,Female,1
5467860359,21,Female,0
5467693357,19,Female,2
54646543513,31,Female,3
54640503511,22,Female,2
5463183355,31,Male,1
54629193515,47,Female,1
54625683511,30,Female,2
54623533514,28,Female,2
5461097352,39,Female,1
54607863516,25,Female,0
5458653358,26,Female,1
54582953517,19,Female,0
54581653510,23,Female,2
5458042354,20,Female,0
5457724359,21,Female,1
5456482353,19,Female,1
54553173510,32,Female,2
54538873510,21,Female,3
5452934354,46,Female,0
54529273513,23,Female,0
54521183516,31,Male,2
54476643513,31,Male,2
5447619353,56,Female,1
54468963514,21,Female,1
54458993517,31,Male,0
5443642357,37,Female,1
54421023515,52,Female,1
54416863517,48,Female,1
54382423510,21,Female,2
5438112354,24,Male,1
5437498359,21,Female,1
54363783514,28,Female,2
54362483514,30,Female,3
54339403515,21,Female,0
54330323517,47,Male,0
5431960357,22,Female,0
5430888355,20,Male,0
5430314351,28,Female,1
5425129353,19,Female,0
54249003510,57,Female,2
54224013516,52,Male,0
5420308352,21,Female,1
5418053352,29,Female,2
5417964359,20,Female,1
5417872352,37,Female,2
5417506353,20,Female,2
54165163516,24,Female,0
5416417355,22,Female,0
54117883510,31,Male,1
54112073510,21,Female,1
54107813511,23,Female,1
5409716351,39,Female,0
5404476353,20,Female,0
54021373517,26,Male,1
53978083515,33,Female,0
5394968353,43,Female,0
53936713513,21,Female,2
5392056357,41,Male,0
5389100351,21,Female,1
5387670353,21,Female,0
5384822354,20,Female,1
5384167355,42,Female,2
5382873358,21,Female,0
5382064358,28,Female,0
5379972355,20,Female,0
5375639351,20,Female,0
53755613512,21,Female,1
53753323511,21,Female,0
5371815352,31,Female,1
53703683517,26,Female,0
5369126355,23,Female,0
5365548358,26,Male,0
5364961352,28,Female,1
5359141351,48,Male,0
5354986353,20,Female,0
5352357351,26,Female,3
53516953514,20,Male,1
53470563513,20,Female,0
53456493516,23,Male,0
53443383510,21,Female,0
53442603517,49,Female,1
53437063514,21,Female,0
53408043510,22,Male,1
53406203511,31,Male,0
5340590353,31,Male,1
5338184358,21,Male,0
53361973510,27,Female,0
53348963512,43,Female,1
53324103514,19,Female,0
53318403517,28,Female,0
53313903517,20,Female,1
5331284351,21,Female,1
5329755359,26,Female,0
5327607358,20,Female,2
5327218358,19,Female,1
53265943511,20,Female,2
53191903516,31,Male,1
53129003513,31,Male,1
5312351358,22,Male,0
5311439359,23,Female,2
5311170351,37,Female,3
5310821351,26,Male,4
5310616359,22,Female,1
5306312352,48,Female,3
53057733510,24,Female,1
53056983514,31,Male,2
53016523513,31,Male,1
5301102356,45,Female,0
53009453515,23,Female,1
5298211356,31,Male,1
5297559359,27,Female,2
5297535351,22,Female,0
5295944359,31,Female,2
5294893355,28,Female,1
5294169358,21,Female,1
5293926356,29,Male,1
5289998359,21,Female,0
5288809355,39,Male,0
52886563512,23,Female,3
5286270358,33,Female,2
52858773512,47,Female,2
52857853511,30,Female,1
52851503515,21,Female,0
5282081353,47,Male,2
52819613514,37,Female,1
5281558353,29,Female,0
5281367359,52,Female,0
52807423510,31,Male,0
52794493515,20,Female,0
5278718355,22,Female,0
5275984351,22,Female,2
52758923516,31,Male,0
52740793514,31,Male,0
5273393353,19,Female,0
5273065352,31,Male,3
52729453517,20,Female,0
5272655357,35,Female,2
5270095359,23,Female,0
52697163516,28,Female,4
52677123510,26,Female,1
5260676359,31,Male,0
52605533514,21,Female,0
5259168352,22,Female,2
5258550357,42,Female,2
5256761359,31,Female,1
5254149353,24,Female,0
52541013513,20,Female,0
52510633510,27,Female,0
5250868357,31,Male,3
52495413517,20,Female,0
5246809357,21,Female,0
52465883516,22,Female,0
5243143359,24,Female,0
5243105357,25,Female,2
52429243514,21,Male,0
52396273515,34,Male,0
5238910358,48,Female,1
5238798354,22,Female,2
52385693516,22,Female,0
52385453515,41,Female,0
5235568354,31,Female,2
5235179358,22,Female,1
52351313513,31,Female,4
5234363353,46,Female,2
5233342359,55,Female,3
5230969353,21,Female,0
52299323513,23,Female,0
52248073514,58,Female,2
5221387353,25,Female,2
52196983513,20,Female,0
52152183515,19,Female,0
5214013359,27,Female,1
5209514356,20,Female,0
52047243513,20,Female,1
5201037357,38,Female,2
5200627359,22,Female,0
51993273516,24,Male,1
5198603353,34,Female,2
51957633515,31,Male,0
5188475352,44,Male,2
51870583513,29,Female,1
51826333515,31,Female,0
51822443515,33,Male,1
51809053515,43,Male,2
5176977351,29,Female,1
51751853510,53,Male,3
51750243513,30,Female,1
51743623510,34,Female,0
51739073510,24,Female,1
5168576358,52,Female,1
51612563513,24,Female,2
51598573511,20,Female,2
51579763515,30,Female,0
5157211358,28,Female,0
5155309355,46,Female,4
5154654358,22,Female,3
5149162354,31,Male,1
5148530358,48,Female,0
5146871352,31,Female,1
51460313515,42,Male,1
5144495353,23,Female,2
51408793516,36,Male,1
51399343516,21,Male,0
51397123510,25,Male,0
5137053353,40,Female,2
51341513514,20,Male,1
51338023514,31,Male,1
51292703514,49,Male,1
51287613514,59,Male,0
51153033516,20,Female,2
5115297352,30,Female,0
5105137353,26,Female,2
51028083512,31,Male,1
5101757358,62,Female,0
5100453356,20,Female,2
51002933514,22,Female,2
50976473513,24,Female,3
5095384359,31,Female,0
50939603513,31,Female,2
50939223516,43,Male,3
5092383359,29,Female,1
50913933513,24,Male,0
5091386353,31,Male,1
5090402352,29,Female,1
50902803510,24,Female,0
50891303514,49,Male,2
50877543510,50,Female,3
5085866352,30,Female,1
50810593516,26,Male,0
5078059359,37,Female,3
5076055359,24,Female,1
50759973515,49,Female,2
50746553512,20,Male,2
5074389352,43,Female,2
50729653516,31,Male,1
5071845352,23,Female,2
50715243510,46,Female,0
5071500356,40,Female,0
5066254351,31,Male,0
50616553510,36,Male,4
50610683510,31,Male,0
5059928351,20,Female,1
50598743517,24,Female,0
5059010357,31,Male,2
5057252351,23,Male,0
5056675355,30,Female,0
50557913513,22,Male,1
5053933353,38,Female,0
5053544353,44,Male,4
50528993515,22,Female,2
5051557359,51,Male,0
50486323513,44,Female,1
5047550354,22,Female,2
5047406351,31,Female,2
5047345354,32,Female,1
50469113516,21,Female,1
5042104359,31,Male,0
5040759353,40,Female,2
5040278353,44,Female,0
5040254359,29,Female,2
50366153515,50,Female,0
5031412353,23,Female,1
50284673510,21,Male,1
5027781356,36,Female,0
5027521359,38,Female,1
5024940359,23,Female,0
5020539359,31,Male,1
50158873517,29,Female,0
5010028357,20,Female,0
50093983512,26,Female,1
5005345352,26,Female,0
4996545357,20,Male,2
49935203515,43,Male,0
4993476359,31,Male,2
49925543510,24,Female,1
49919603516,22,Male,1
49906283517,38,Female,2
49892333510,52,Female,0
49865773510,40,Female,0
49815893516,25,Female,1
4981305352,23,Female,0
4980544359,31,Female,0
4979869353,21,Female,0
4977292359,42,Female,1
49771313512,24,Female,3
4975847355,29,Female,3
4974918352,43,Female,0
4974642353,23,Female,1
4974512358,27,Female,0
4968825356,31,Male,0
49686103517,31,Male,3
49683063516,20,Female,0
49673613514,27,Female,0
49670263513,27,Female,2
4966722351,39,Male,3
4966241359,20,Female,3
4964506355,20,Female,1
49643463516,31,Male,3
49635303510,31,Male,0
4963028352,22,Female,0
4962861355,21,Female,2
49621063510,47,Female,0
4957676351,18,Female,1
4955504352,20,Female,0
4955139353,31,Male,2
4954903359,31,Male,0
49507383510,23,Female,1
49485133513,22,Male,0
49484903513,28,Male,1
49453763516,19,Female,2
49420233516,54,Male,2
49403573516,24,Female,0
49383923517,30,Female,1
49346223510,22,Female,1
4925620359,19,Female,0
49195753511,20,Female,2
4918028353,25,Female,0
4915249355,31,Female,2
49133133514,31,Male,0
4908050351,20,Male,1
4906476354,23,Male,1
4903253352,25,Male,0
4901976351,22,Male,0
48985113510,31,Male,0
4898269359,29,Female,3
4898016359,22,Female,1
4894582352,31,Male,4
4894254359,39,Female,1
48931893512,48,Female,0
4892595358,43,Female,2
48836303515,25,Female,1
48827253510,31,Male,0
48825343510,31,Male,1
4882152359,41,Female,0
4880820359,20,Female,4
4880271359,24,Male,1
4872665352,58,Female,0
4870944352,48,Male,3
48705793513,29,Female,2
48697573510,27,Male,1
4864172355,48,Female,1
4856870351,23,Female,0
4854593351,46,Male,4
4849186358,37,Female,0
48472503516,23,Male,2
4844242352,47,Female,1
4841647357,23,Female,0
4839934352,28,Female,0
4837732359,32,Female,3
48345643511,23,Female,1
48345263514,28,Female,2
48338713510,31,Male,1
4830054359,31,Male,4
4829829357,61,Female,0
4828365356,50,Male,2
48267053515,22,Female,0
48265143512,25,Female,0
4825821353,25,Female,1
48231243516,32,Male,1
48227763517,54,Female,0
4821717355,36,Female,2
4820277356,24,Female,0
4820024352,23,Female,0
4818908352,28,Female,1
4813262358,32,Male,0
48129683512,36,Male,2
4812630359,23,Female,1
48123573511,40,Male,1
48113983512,35,Male,0
4810872358,43,Female,2
4808176352,44,Male,1
48073393511,22,Female,1
4806639355,32,Male,3
48056633510,20,Female,0
48047343516,26,Male,1
48038743510,20,Female,0
4803850359,20,Female,1
48032943515,44,Female,0
48019863515,27,Male,1
4801245358,51,Female,2
4796824353,46,Female,0
47961383510,20,Female,1
47957423510,32,Female,0
4795629353,31,Male,1
4793359357,20,Female,1
47918293512,29,Female,0
4788706353,28,Female,1
4787297353,21,Female,3
47870373510,26,Female,1
4786788358,23,Female,0
4786290359,31,Male,2
4785347353,43,Female,2
47852793515,20,Male,0
47841973517,31,Male,1
47840433513,23,Female,2
47835413510,28,Female,2
47834803512,31,Male,2
47831833510,47,Male,2
4778998353,47,Female,2
4778646351,31,Male,3
4778424356,33,Male,0
47750963513,24,Male,2
47742353516,26,Male,2
4774228353,34,Female,1
4774211359,22,Female,1
47740063512,23,Female,1
47733133510,21,Female,0
47684253514,49,Female,2
47665513510,20,Female,1
47661793514,37,Female,2
4766155352,41,Female,1
47618843513,31,Male,2
47611123511,21,Female,2
47609483511,24,Female,1
4760849357,25,Female,1
4760146354,45,Female,3
47599973515,23,Female,1
4759317357,24,Female,2
47591333512,31,Male,1
4756170358,21,Female,1
47559683510,21,Female,1
4755593357,22,Female,0
4754817355,54,Female,2
4754275357,31,Male,1
4754008359,34,Female,3
47537733513,22,Female,0
4752424351,31,Male,0
47515403517,27,Female,1
4749677356,43,Female,2
4748267353,32,Female,1
47471473511,26,Female,0
4744986358,40,Male,3
4744290353,40,Female,1
47406123514,33,Female,0
47401623517,44,Female,3
47393193512,20,Female,2
47389853517,31,Male,2
47381383513,31,Male,2
4735557355,31,Male,1
4734055352,47,Female,1
47325323517,31,Male,1
4726609357,21,Female,0
4721512353,28,Male,0
47207753510,43,Male,1
4718093359,31,Female,2
4717638359,44,Female,1
4715191356,32,Female,0
47125033510,58,Female,2
4711049352,31,Male,1
47104623514,36,Male,2
47081933512,26,Male,2
47075163515,26,Female,0
47060763513,22,Female,1
4705451354,20,Female,2
4703839352,31,Female,2
46971073515,20,Female,1
4696469351,23,Female,2
4695790352,36,Female,1
4695486353,34,Male,0
4694267352,42,Female,2
46933763511,33,Female,2
4689676359,30,Male,4
4689317356,40,Female,1
4686545355,23,Female,2
4683513356,62,Male,2
4682226353,24,Female,0
46815883511,21,Female,0
4681496353,31,Male,1
46813043517,31,Male,1
46788853510,24,Female,0
46757303516,34,Female,3
4674535358,26,Female,1
46727153515,24,Female,2
4672685356,22,Female,2
4669814354,26,Female,0
46688483516,27,Female,0
46667213513,47,Female,1
46643833513,31,Male,0
4662846358,43,Male,2
46624193510,42,Female,0
46596313517,40,Female,1
46588703515,21,Female,3
46582453515,37,Female,2
46536083512,46,Female,2
4652137356,30,Female,3
4651604357,29,Female,2
46515813514,21,Female,2
4650249353,20,Female,0
4645801353,22,Female,1
46452073510,33,Female,2
46450543515,22,Female,0
4644378352,31,Male,2
46442003515,40,Female,1
4643616357,25,Female,2
46435623516,37,Female,1
4643371351,20,Male,2
46426263514,44,Male,0
4640196354,34,Female,0
46396713515,24,Female,2
46395893510,34,Female,1
4639428359,21,Male,1
4638650359,32,Female,2
46374313516,21,Female,2
46365403512,39,Male,3
4634805351,22,Female,2
4634447357,36,Female,2
4632016351,36,Female,0
4625377352,54,Male,4
4622567353,26,Female,1
4621218359,22,Female,2
46209213516,24,Female,2
4618348357,20,Female,2
4609278355,26,Female,0
46060623513,26,Male,2
4604495352,20,Female,2
4602378354,26,Female,1
4601975351,30,Female,2
45947893515,22,Female,1
4586869351,32,Male,3
45858003517,32,Male,2
4584384353,34,Female,2
45842473516,26,Female,1
45816043516,31,Female,0
45796183517,25,Female,2
4576495358,21,Female,2
4575566352,47,Female,4
4572527359,23,Female,1
45719643517,31,Male,1
4564577352,20,Female,2
4563648353,34,Male,2
4562870355,43,Male,2
4557791355,25,Female,0
45576853514,34,Male,0
4555490355,30,Female,1
45529873513,31,Male,2
4552086356,20,Female,1
4544074352,29,Female,3
45370693515,31,Male,1
4534723358,22,Female,1
4530558353,26,Female,0
45269953510,51,Female,0
45264453513,43,Male,2
45244963517,21,Female,0
4524441351,21,Female,1
45243423516,34,Female,0
45235293517,23,Female,0
4521044359,31,Male,1
45189143514,31,Male,0
45188603514,31,Female,3
4518044351,27,Female,2
4517672356,29,Female,0
4516811354,31,Male,3
45160713511,54,Female,2
4514930353,28,Female,1
4511403351,23,Female,1
45095613514,23,Female,3
4506829359,21,Male,1
45028833510,20,Female,0
44994113516,26,Male,1
4498414352,21,Male,1
4498155354,44,Female,0
4495758359,44,Female,2
44884223517,32,Female,1
44857043510,49,Female,1
4483335352,31,Female,2
44792533515,21,Female,0
4479093359,23,Female,1
44749513513,31,Female,2
44743573511,28,Female,2
4474104356,26,Female,0
4473596353,23,Female,1
4470311359,31,Male,3
4468554353,58,Female,1
4465928355,21,Female,2
4464372359,22,Female,2
4464167354,28,Female,1
44613643512,48,Female,2
4457909353,24,Female,2
4455509353,36,Female,1
44553253515,46,Female,1
44544413513,24,Female,0
44529113513,26,Female,1
4450467352,37,Female,2
4445647359,21,Female,0
44448793517,19,Female,0
44447563514,31,Female,1
4443766353,35,Female,0
4442998359,31,Male,0
4442400358,21,Female,2
44423943515,21,Female,0
44420733514,36,Male,4
4437710353,31,Male,3
44338803513,29,Female,1
4430278352,49,Female,1
44285343511,23,Male,4
4428121356,22,Female,2
4425786353,43,Female,1
4425731357,28,Female,3
44237133516,19,Female,2
44221433513,27,Female,0
4421252354,29,Male,3
44182693510,31,Male,0
4414223353,20,Female,0
4412861355,19,Female,1
4412397352,34,Female,0
4412311359,23,Male,0
44122123513,28,Female,2
4411451358,41,Female,4
44112223513,25,Female,0
4410898352,25,Female,0
44108053510,30,Female,1
44105843513,34,Male,1
4409113359,24,Female,1
44086733517,21,Female,0
4405764357,49,Female,3
4401537353,19,Female,1
4401018353,35,Female,0
43992303515,51,Female,0
43986463513,20,Female,1
4398080352,45,Female,2
4397847353,26,Female,0
4397489352,28,Female,2
43968193513,19,Female,2
4396444359,21,Female,0
43959283513,26,Female,4
4392279354,50,Female,1
4391197355,23,Female,2
43911043515,22,Female,0
4390459351,43,Female,1
43901523512,34,Female,1
4389279357,21,Female,0
4380825352,25,Female,2
4380511351,27,Female,0
4378877355,20,Male,2
4378631351,48,Female,1
43784883510,50,Male,2
43728133513,31,Female,0
4371557359,26,Female,0
4371236352,24,Female,2
4371007352,40,Female,1
43693633513,22,Female,1
43691893510,38,Male,1
4367505352,19,Female,2
4366515352,53,Male,1
4362852351,40,Female,2
43626093515,22,Male,2
4360940359,31,Female,0
43597153512,24,Female,3
43595003512,39,Female,0
4357247358,19,Female,1
43565093516,24,Female,2
43539973517,55,Female,1
43523893517,40,Female,3
4351245354,31,Male,0
43495253515,21,Female,1
4346746354,22,Male,3
4344551358,20,Female,2
4344544357,36,Female,3
43442853510,30,Female,0
43424653512,20,Female,2
43421373514,27,Female,2
4336990358,35,Male,4
43365323512,19,Female,1
43352383510,31,Female,0
4333265358,48,Female,0
4332213353,24,Male,0
4331896351,52,Female,1
43309673511,20,Female,2
43301273511,43,Female,2
4326717353,23,Female,1
43266253513,20,Female,1
4324553359,44,Female,2
43236173517,21,Female,0
43226033510,24,Female,2
4322535354,29,Female,4
43194813510,33,Male,1
4318453353,28,Female,0
43162823513,20,Female,0
43162513513,27,Female,0
43145093510,56,Female,1
43144933515,31,Female,1
4313915353,46,Male,2
4313823359,48,Female,1
4309536353,31,Male,2
4308805359,47,Female,1
4303350353,36,Female,4
43028653512,39,Male,2
4298731355,28,Male,1
4293750353,41,Female,2
42936753510,21,Female,1
4292005359,25,Female,1
42915653514,31,Male,1
42914733512,51,Female,0
4290223358,24,Female,0
42898523516,47,Male,3
4287407352,31,Male,0
42838363510,40,Male,0
4283478353,38,Female,2
42832183514,46,Female,2
42822973511,33,Female,3
42816583516,28,Male,2
4281559353,30,Female,1
42811773510,45,Female,0
4278627352,26,Female,4
4276739358,24,Female,2
42760433511,35,Male,2
42749023515,28,Female,1
42738823514,46,Female,2
42726183511,58,Male,0
4272472355,22,Male,0
4271772355,21,Female,0
4270423357,19,Female,3
4270010351,38,Female,0
42679663512,44,Female,0
4267423358,41,Female,3
4264828358,31,Male,0
42647293512,39,Female,1
4264606357,19,Female,1
4263913357,31,Male,0
42635483513,34,Female,2
42628933511,31,Female,1
4262848353,47,Female,3
42626883514,31,Male,2
4260462351,19,Female,3
42603493515,21,Female,0
4260073352,20,Female,2
42589883515,31,Male,1
42585133511,37,Female,0
4258094353,24,Female,2
4257943351,20,Female,2
42570733512,21,Female,1
4256243358,31,Male,2
4255796351,20,Female,1
42552393517,62,Female,4
42536243515,51,Female,1
4253518354,21,Female,1
4252832354,31,Male,2
42514533511,19,Female,0
4248637355,33,Female,0
4245483351,20,Female,2
4245117359,25,Male,3
4244899359,25,Male,0
4244363352,38,Female,1
4244226359,20,Female,1
42430833510,60,Female,2
42422773514,31,Male,1
4240518353,21,Female,2
42405013510,20,Female,2
4239994355,19,Female,1
42392773517,21,Female,2
42392533516,26,Male,3
4238515357,19,Female,0
4236634359,23,Female,1
4235132359,56,Female,4
4233824351,31,Male,0
4233619354,43,Male,1
42320633510,25,Female,2
42316603512,19,Male,2
4231479359,20,Female,0
42290943514,20,Female,1
4226826358,21,Male,2
42262393510,29,Female,1
42260863517,36,Male,1
4226062352,26,Male,2
42256213510,19,Female,0
42252633514,49,Male,2
42248603517,24,Female,2
4224297352,38,Male,4
4224129355,41,Female,2
4223757353,54,Female,0
4223153359,23,Female,2
4222675357,31,Male,2
42206403510,50,Male,4
42185933513,21,Female,0
4218449351,21,Female,3
4217060354,47,Female,4
4216452353,22,Female,2
4216155356,28,Female,0
42152023516,31,Female,2
4215080353,33,Female,2
42145333515,35,Male,0
4211556351,22,Female,0
4211310352,21,Female,0
4210795351,59,Male,1
4209690352,21,Female,1
42080133512,21,Female,3
4207023352,38,Female,3
4206033358,57,Female,4
42039193513,19,Female,2
4203186351,44,Female,3
42028993510,19,Male,1
4200222353,24,Female,3
41972493517,24,Female,2
41964193516,22,Male,0
4195757351,22,Female,2
41950543515,55,Female,1
4195030352,25,Female,1
4194309358,31,Male,1
41940023510,31,Male,1
41924043512,31,Female,0
4191575355,24,Female,1
4191346351,25,Female,4
4189367359,20,Female,3
41877693511,24,Female,1
4187684351,28,Female,1
4185376357,29,Female,1
4185062358,26,Female,0
4184324352,21,Female,0
41823753510,25,Female,0
4182245358,26,Female,3
4180265359,31,Male,0
41794503510,19,Male,1
4171850355,40,Female,0
4171065353,36,Male,4
4169512352,19,Male,3
41686693512,28,Female,4
4167082356,31,Male,3
4166238351,31,Male,1
4163763356,22,Female,1
4162940358,41,Male,3
4162193353,31,Male,0
4160403357,31,Male,2
4157557358,38,Female,4
41562773513,22,Female,0
4155508357,52,Female,1
4154099359,23,Female,2
4152231357,20,Female,1
41517083510,22,Female,2
4151227356,20,Female,1
4145417354,41,Female,1
4140375352,26,Female,2
4138594352,22,Female,2
41380513516,24,Male,2
4136361357,22,Male,1
41333223517,21,Female,1
41306663511,19,Male,1
41285573514,21,Female,2
41227913517,20,Female,4
41140483514,21,Female,2
41122423515,20,Female,2
4110613353,31,Male,2
41074393516,31,Male,3
41032883510,21,Female,0
4094289353,21,Female,1
4092971359,34,Female,1
40918753515,21,Female,1
40906563511,39,Male,2
40902673516,25,Female,0
4085980353,23,Female,0
4085638352,20,Female,0
4085461351,31,Female,3
40820883517,19,Female,0
40817773513,31,Female,2
40814873514,24,Female,1
4081449352,44,Female,3
4079880351,29,Female,2
4079231353,21,Female,2
40763603514,49,Female,4
40762783515,21,Male,3
