consumer_id,sales_amount_total
5592012352,13.5
5590544352,22.23
5588916353,33.66
5586622358,88.58
55864553512,55.13
55856633517,10.69
5585021352,71
5582969352,43.09
5579600359,160.92
55771943515,168.88
5575282353,3.5
5572441351,13.31
55709803515,109.41
5569533351,94.5
55669143515,281.2
55668773510,459
5566860352,33
55642863515,147.52
5562312353,345.6
55623053516,48.6
5559930359,383.12
55598003513,270
5559794351,94.81
5556915359,34.56
5550555351,27
55496103513,187.64
55487363511,172.8
55482003510,141.48
5547968357,80.65
5547494355,27.8
5545773351,5.7
55456293511,16.78
55448683512,224.52
55440733511,21.6
5543434352,19.44
5541720353,22.8
55413313515,353.42
55410103511,425.84
5537747359,19.84
5537471353,24.84
5537419351,89.42
55370133516,27
5536078359,120.12
5535996357,28.98
5535859355,46.44
5535637352,38.2
5534562352,45.52
5534050354,270
5533978357,100
55322923513,159.06
5529674355,228.96
5529223357,16.38
5528868359,67.06
5528325352,279.93
5527885355,42.12
55275193510,91.62
5527274353,95.29
55245943510,45.7
5524181351,59.4
5523733358,137.16
55234503512,168.18
55224603511,165.24
5517879353,87.57
5517558358,18.14
5515608356,21.38
5515523355,21.6
5514632356,136.89
5514274355,25.98
5513505353,54.4
55132463512,37.3
5509881359,86.4
55092633516,110.25
5509034352,490.32
5508884353,113.4
55086623510,195.48
5508617351,18
55081743514,91.8
55074983513,51.84
5507481351,39.95
5506576352,454.4
5505906355,124.6
5505609351,128.41
5505456353,42.12
55052963517,110.4
5505203355,12.96
55047563514,73.44
5504596359,54
55039023512,366.52
55026393516,100
5502479352,294.84
55008883513,75.6
54952383512,88.94
54937223510,28.52
54933333517,417.96
5493036351,24.3
5492909359,247.16
5492886359,31.32
5492046352,502.2
5491032359,71.52
5490912354,30.6
5490813352,77.15
5490370353,42.21
5490028353,239.76
5489626353,735.77
5489411359,283.24
5488964352,7.56
54879983510,135
5487929351,54
54877073511,54.32
5487615353,249.46
54868543516,26.44
5484973359,139.99
5484904352,212.78
5484362356,108
5484287352,31.75
54838463516,373.8
54835493513,1004.4
54811943513,34.34
5480753353,16.2
5480562354,25.43
5480470351,100.84
5479702351,57.02
5478101353,282
54780643512,19.16
5477906354,44
5475841354,183
5475827351,228
54756813516,114.76
54756123514,185.76
5475070353,36.72
54737483512,8.64
5473359351,10.26
54732433515,6.5
54731443516,207.11
5472970351,342.63
54716453517,290.34
54716383510,370.28
5471492355,109.8
54708463517,91.8
5468249353,149.7
54679763512,169.42
5467860359,74.52
5467693357,28.08
54646543513,17.28
54640503511,85.53
5463183355,108
54629193515,322.92
54625683511,16.2
54623533514,540
5461097352,48.96
54607863516,86.4
5458653358,3.24
54582953517,20.52
54581653510,378
5458042354,7.02
5457724359,32.45
5456482353,70.09
54553173510,216.19
54538873510,97.2
5452934354,23.76
54529273513,52.92
54521183516,106.24
54476643513,21.54
5447619353,28.48
54468963514,277.56
54458993517,81
5443642357,88.12
54421023515,136.35
54416863517,49.68
54382423510,317.52
5438112354,120.56
5437498359,205.2
54363783514,294.51
54362483514,268.17
54339403515,100.32
54330323517,36.8
5431960357,80.03
5430888355,49
5430314351,40.95
5425129353,214.92
54249003510,11.7
54224013516,25.02
5420308352,91.96
5418053352,24.3
5417964359,80.03
5417872352,177.84
5417506353,389.61
54165163516,43.2
5416417355,102.06
54117883510,145.8
54112073510,259.2
54107813511,103.33
5409716351,15.84
5404476353,13.71
54021373517,37.8
53978083515,27.92
5394968353,58.79
53936713513,112.84
5392056357,45.32
5389100351,28.08
5387670353,25.48
5384822354,74.52
5384167355,183.6
5382873358,108.11
5382064358,38.32
5379972355,21.49
5375639351,69.12
53755613512,64.8
53753323511,47.92
5371815352,280.8
53703683517,47.52
5369126355,86.4
5365548358,54
5364961352,191.16
5359141351,4.9
5354986353,32.99
5352357351,773.21
53516953514,85.32
53470563513,151.2
53456493516,270.22
53443383510,41.4
53442603517,29.76
53437063514,141.71
53408043510,627.48
53406203511,71.28
5340590353,106.92
5338184358,108
53361973510,64.8
53348963512,5.61
53324103514,138.24
53318403517,55
53313903517,77.76
5331284351,321.19
5329755359,8.8
5327607358,125.38
5327218358,63.72
53265943511,95.78
53191903516,72.65
53129003513,206.88
5312351358,60
5311439359,403.1
5311170351,160
5310821351,345.6
5310616359,43.2
5306312352,722.8
53057733510,29.56
53056983514,315.14
53016523513,54
5301102356,44.1
53009453515,89.64
5298211356,37.44
5297559359,202.36
5297535351,44.6
5295944359,129.6
5294893355,63.18
5294169358,97.06
5293926356,266.76
5289998359,136.2
5288809355,27.86
52886563512,17.41
5286270358,193.88
52858773512,357.48
52857853511,383.99
52851503515,59.4
5282081353,183.6
52819613514,41.04
5281558353,65.55
5281367359,61.37
52807423510,143.73
52794493515,42.12
5278718355,139.32
5275984351,103.46
52758923516,180.96
52740793514,4.54
5273393353,84.24
5273065352,72.78
52729453517,84.24
5272655357,130.68
5270095359,213.56
52697163516,311.45
52677123510,151.2
5260676359,13.18
52605533514,125.2
5259168352,358.72
5258550357,237.6
5256761359,12.52
5254149353,17.17
52541013513,134.46
52510633510,52.28
5250868357,17.86
52495413517,8.64
5246809357,130.69
52465883516,19.44
5243143359,38.81
5243105357,43.6
52429243514,27
52396273515,37.8
5238910358,44
5238798354,289.52
52385693516,89.64
52385453515,124.2
5235568354,7.02
5235179358,153.9
52351313513,10.8
5234363353,116.53
5233342359,124.6
5230969353,43.2
52299323513,149.04
52248073514,89.85
5221387353,59
52196983513,172.8
52152183515,21.6
5214013359,723.6
5209514356,59.4
52047243513,146.88
5201037357,127.44
5200627359,133.14
51993273516,299.78
5198603353,129.6
51957633515,16.51
5188475352,386.64
51870583513,151.84
51826333515,25.92
51822443515,23.94
51809053515,29.9
5176977351,79.92
51751853510,232.07
51750243513,32.8
51743623510,47.24
51739073510,423.57
5168576358,56.16
51612563513,151
51598573511,130.68
51579763515,112.1
5157211358,211.32
5155309355,252.04
5154654358,41.04
5149162354,37.12
5148530358,9.9
5146871352,39.15
51460313515,76.5
5144495353,126.83
51408793516,7.92
51399343516,27
51397123510,280.8
5137053353,221.17
51341513514,97.2
51338023514,271.76
51292703514,89.64
51287613514,76.68
51153033516,114.6
5115297352,156.6
5105137353,309.96
51028083512,244.08
5101757358,57.69
5100453356,665.7
51002933514,233.28
50976473513,192.98
5095384359,118.8
50939603513,420.17
50939223516,47.52
5092383359,48.4
50913933513,66.09
5091386353,39
5090402352,127.83
50902803510,124.65
50891303514,104.69
50877543510,71.82
5085866352,59.4
50810593516,309.96
5078059359,51.21
5076055359,210.6
50759973515,357.9
50746553512,169.66
5074389352,107.78
50729653516,649.08
5071845352,70.2
50715243510,47.92
5071500356,15.12
5066254351,93.32
50616553510,88.25
50610683510,50.4
5059928351,79.92
50598743517,138.2
5059010357,15.95
5057252351,90.72
5056675355,23.96
50557913513,221.31
5053933353,159.8
5053544353,329.4
50528993515,313.88
5051557359,165.24
50486323513,210.6
5047550354,334.8
5047406351,65.2
5047345354,8.64
50469113516,54
5042104359,75.56
5040759353,28.93
5040278353,29.16
5040254359,432
50366153515,198.93
5031412353,90.07
50284673510,28.08
5027781356,106.92
5027521359,35.04
5024940359,122.44
5020539359,151.2
50158873517,32.4
5010028357,52.92
50093983512,38
5005345352,10.8
4996545357,224.1
49935203515,158.22
4993476359,151.2
49925543510,10
49919603516,75.6
49906283517,194.67
49892333510,164.7
49865773510,33.2
49815893516,184.64
4981305352,34.34
4980544359,16.74
4979869353,49.46
4977292359,138.53
49771313512,11.51
4975847355,170.31
4974918352,67.15
4974642353,14.9
4974512358,9
4968825356,96.12
49686103517,207.36
49683063516,37.69
49673613514,23.65
49670263513,129.6
4966722351,129.6
4966241359,89.1
4964506355,162
49643463516,918
49635303510,44.15
4963028352,135.16
4962861355,74.01
49621063510,60.48
4957676351,47.3
4955504352,30.24
4955139353,5.98
4954903359,238.68
49507383510,124.9
49485133513,37.1
49484903513,235.84
49453763516,19.4
49420233516,72.69
49403573516,118.12
49383923517,19.44
49346223510,42.12
4925620359,88.99
49195753511,131.65
4918028353,8.64
4915249355,153.36
49133133514,225.72
4908050351,59.72
4906476354,113.4
4903253352,54.81
4901976351,106.92
48985113510,59.4
4898269359,272.8
4898016359,56.15
4894582352,500.8
4894254359,244.62
48931893512,75.7
4892595358,22.9
48836303515,21.6
48827253510,107.57
48825343510,91.12
4882152359,39.14
4880820359,650.55
4880271359,63.5
4872665352,43.37
4870944352,82.51
48705793513,12.96
48697573510,54.4
4864172355,56.37
4856870351,72.9
4854593351,602.08
4849186358,15.38
48472503516,111.41
4844242352,356.4
4841647357,85.32
4839934352,170.64
4837732359,8.8
48345643511,6.48
48345263514,594.54
48338713510,64.98
4830054359,2414.88
4829829357,23.19
4828365356,95.04
48267053515,52.92
48265143512,129.6
4825821353,228.62
48231243516,81.4
48227763517,113.62
4821717355,79.04
4820277356,30.24
4820024352,32.4
4818908352,75.6
4813262358,109.6
48129683512,149.04
4812630359,32.21
48123573511,131.2
48113983512,27
4810872358,45.36
4808176352,481.68
48073393511,168.09
4806639355,22.68
48056633510,65.6
48047343516,164.7
48038743510,19.44
4803850359,129.6
48032943515,107.6
48019863515,192.24
4801245358,161.91
4796824353,27.24
47961383510,83.77
47957423510,23.74
4795629353,31.32
4793359357,41.4
47918293512,49
4788706353,47.96
4787297353,139.56
47870373510,170.08
4786788358,19.44
4786290359,168.48
4785347353,23.76
47852793515,64.8
47841973517,394.23
47840433513,459.88
47835413510,88.02
47834803512,111.65
47831833510,27
4778998353,146.98
4778646351,369.82
4778424356,241.16
47750963513,442.8
47742353516,159.84
4774228353,324
4774211359,31.51
47740063512,118.24
47733133510,97.2
47684253514,235.65
47665513510,194.18
47661793514,145.73
4766155352,46.75
47618843513,142
47611123511,239.4
47609483511,37.9
4760849357,10.26
4760146354,62.64
47599973515,42.98
4759317357,255.96
47591333512,16.2
4756170358,154.44
47559683510,131.72
4755593357,41.04
4754817355,142
4754275357,139.32
4754008359,129.6
47537733513,65.34
4752424351,20.09
47515403517,241.88
4749677356,41.85
4748267353,25.92
47471473511,51.84
4744986358,186.84
4744290353,205.6
47406123514,159.25
47401623517,93.31
47393193512,85.32
47389853517,220.32
47381383513,85.84
4735557355,70
4734055352,63.27
47325323517,5.12
4726609357,27.1
4721512353,121.58
47207753510,169.56
4718093359,253.41
4717638359,92.8
4715191356,46.89
47125033510,440.64
4711049352,39.96
47104623514,33.29
47081933512,222.48
47075163515,35.08
47060763513,180.56
4705451354,105.84
4703839352,82.62
46971073515,30
4696469351,46.44
4695790352,117.4
4695486353,194.4
4694267352,48.6
46933763511,30.59
4689676359,805.68
4689317356,21.6
4686545355,131.72
4683513356,32.2
4682226353,66.96
46815883511,90.72
4681496353,7.29
46813043517,88
46788853510,65.88
46757303516,86.58
4674535358,120.2
46727153515,12.96
4672685356,73.44
4669814354,180.24
46688483516,134.9
46667213513,303.68
46643833513,10.8
4662846358,23.3
46624193510,23.94
46596313517,141.21
46588703515,31.32
46582453515,39.51
46536083512,160.37
4652137356,12.87
4651604357,323.99
46515813514,135
4650249353,152.28
4645801353,31.32
46452073510,172.64
46450543515,317.52
4644378352,221.63
46442003515,96.01
4643616357,103.48
46435623516,165.48
4643371351,119.6
46426263514,175.99
4640196354,219.88
46396713515,146.88
46395893510,119.66
4639428359,40.9
4638650359,97.2
46374313516,152.4
46365403512,55.98
4634805351,167.72
4634447357,162
4632016351,21.38
4625377352,507.6
4622567353,45.36
4621218359,312.14
46209213516,270
4618348357,137.16
4609278355,46.44
46060623513,193.84
4604495352,53.37
4602378354,17.37
4601975351,452.52
45947893515,205.89
4586869351,21.6
45858003517,85.84
4584384353,21.6
45842473516,203.04
45816043516,21.6
45796183517,252
4576495358,43.09
4575566352,235.15
4572527359,27
45719643517,30.78
4564577352,571.49
4563648353,6.48
4562870355,856.29
4557791355,60.48
45576853514,29.9
4555490355,183.6
45529873513,486
4552086356,47.16
4544074352,6.39
45370693515,87.48
4534723358,45.36
4530558353,64.8
45269953510,39.52
45264453513,194.4
45244963517,132.2
4524441351,68.74
45243423516,35.64
45235293517,75.6
4521044359,129.6
45189143514,65.38
45188603514,76.7
4518044351,179.84
4517672356,52.92
4516811354,65.34
45160713511,32.4
4514930353,21.6
4511403351,187.32
45095613514,375.56
4506829359,299.37
45028833510,21.49
44994113516,129.6
4498414352,75.6
4498155354,54
4495758359,519.99
44884223517,66.6
44857043510,113.4
4483335352,302.4
44792533515,35.64
4479093359,101.22
44749513513,191.16
44743573511,188.77
4474104356,72.36
4473596353,105.84
4470311359,28
4468554353,9.45
4465928355,321.84
4464372359,138.78
4464167354,11.07
44613643512,40.9
4457909353,125.06
4455509353,73.17
44553253515,64.8
44544413513,14.04
44529113513,258.55
4450467352,321.16
4445647359,93.3
44448793517,34.56
44447563514,469.08
4443766353,69
4442998359,156.04
4442400358,10.8
44423943515,9.18
44420733514,1166.4
4437710353,224.64
44338803513,204.31
4430278352,693.01
44285343511,116.64
4428121356,116.64
4425786353,24.34
4425731357,162.96
44237133516,123.87
44221433513,214.94
4421252354,17.28
44182693510,76.4
4414223353,163.6
4412861355,66.85
4412397352,123.12
4412311359,130.78
44122123513,60.48
4411451358,591.84
44112223513,143.64
4410898352,16.2
44108053510,185
44105843513,118
4409113359,198.18
44086733517,46.44
4405764357,961.2
4401537353,132.73
4401018353,20
43992303515,22.68
43986463513,63.4
4398080352,128.5
4397847353,145.56
4397489352,12.96
43968193513,244.6
4396444359,89.46
43959283513,85.32
4392279354,54
4391197355,152.59
43911043515,10.8
4390459351,34.56
43901523512,85.32
4389279357,14.04
4380825352,36.22
4380511351,117.72
4378877355,20.3
4378631351,48.67
43784883510,41.04
43728133513,12.21
4371557359,16.2
4371236352,55.15
4371007352,96.12
43693633513,307.2
43691893510,176.04
4367505352,38.2
4366515352,156.8
4362852351,104.91
43626093515,91.8
4360940359,16.2
43597153512,455.55
43595003512,7.45
4357247358,101.24
43565093516,162
43539973517,11.87
43523893517,209.92
4351245354,5.94
43495253515,57.34
4346746354,97.2
4344551358,68.12
4344544357,4.14
43442853510,333
43424653512,74.52
43421373514,176.04
4336990358,100
43365323512,116.64
43352383510,11.7
4333265358,45.71
4332213353,132.84
4331896351,11.56
43309673511,128.52
43301273511,22.32
4326717353,53.02
43266253513,65.6
4324553359,1115.36
43236173517,79.98
43226033510,41.9
4322535354,329.4
43194813510,83.7
4318453353,30.24
43162823513,16.2
43162513513,168.12
43145093510,350.12
43144933515,42.12
4313915353,162
4313823359,36.62
4309536353,62.62
4308805359,124.6
4303350353,142.56
43028653512,265.03
4298731355,37.8
4293750353,172.8
42936753510,99.9
4292005359,63.72
42915653514,86.34
42914733512,215.42
4290223358,42.44
42898523516,107.69
4287407352,135
42838363510,163.71
4283478353,59.52
42832183514,185.2
42822973511,70.28
42816583516,139.72
4281559353,97.2
42811773510,11.69
4278627352,30.88
4276739358,63.72
42760433511,170.64
42749023515,106.53
42738823514,17.86
42726183511,31.86
4272472355,205.2
4271772355,41.04
4270423357,241.48
4270010351,106.92
42679663512,45.84
4267423358,422.16
4264828358,12.52
42647293512,170.45
4264606357,52.92
4263913357,35.73
42635483513,29.16
42628933511,26.64
4262848353,102.06
42626883514,67.76
4260462351,188.68
42603493515,42.76
4260073352,48.6
42589883515,127.44
42585133511,93.09
4258094353,5.22
4257943351,14.58
42570733512,109.18
4256243358,151.2
4255796351,173.77
42552393517,52.43
42536243515,72.44
4253518354,110.41
4252832354,72.36
42514533511,81.85
4248637355,42.98
4245483351,76.78
4245117359,802.84
4244899359,267.84
4244363352,356.4
4244226359,25.07
42430833510,49.12
42422773514,18.36
4240518353,192.44
42405013510,110
4239994355,101.52
42392773517,111.78
42392533516,12.1
4238515357,95.04
4236634359,85.53
4235132359,64.58
4233824351,43.09
4233619354,73.15
42320633510,41.04
42316603512,230.21
4231479359,12.96
42290943514,186.84
4226826358,79.92
42262393510,38.88
42260863517,140.4
4226062352,43.6
42256213510,79.92
42252633514,27
42248603517,93.09
4224297352,26.7
4224129355,14.76
4223757353,31.1
4223153359,245.56
4222675357,66.67
42206403510,486.97
42185933513,10.8
4218449351,68.9
4217060354,10.58
4216452353,31.32
4216155356,135.8
42152023516,264.16
4215080353,18.36
42145333515,17.55
4211556351,48.6
4211310352,21.49
4210795351,11.04
4209690352,25.82
42080133512,584
4207023352,85.32
4206033358,4.95
42039193513,18.46
4203186351,81.66
42028993510,222.35
4200222353,74.24
41972493517,276.29
41964193516,49.77
4195757351,10.69
41950543515,63.05
4195030352,135
4194309358,97.2
41940023510,97.2
41924043512,187.17
4191575355,230.19
4191346351,536.76
4189367359,111.42
41877693511,102.6
4187684351,102.6
4185376357,16.2
4185062358,53.78
4184324352,142
41823753510,12.96
4182245358,274.21
4180265359,96.12
41794503510,75.81
4171850355,12.96
4171065353,491.4
4169512352,29.16
41686693512,230.04
4167082356,213.53
4166238351,127.85
4163763356,49.65
4162940358,108
4162193353,37.8
4160403357,12.96
4157557358,112.32
41562773513,41.74
4155508357,40.82
4154099359,96.12
4152231357,118.8
41517083510,73.32
4151227356,88.45
4145417354,46.76
4140375352,26.32
4138594352,164.16
41380513516,31.32
4136361357,262.44
41333223517,8.42
41306663511,30.24
41285573514,307.8
41227913517,42.12
41140483514,97.2
41122423515,91.58
4110613353,52.92
41074393516,230.53
41032883510,162
4094289353,152.82
4092971359,74.52
40918753515,9.07
40906563511,32.4
40902673516,93.96
4085980353,17.28
4085638352,69.12
4085461351,64.69
40820883517,100.97
40817773513,6.84
40814873514,137.16
4081449352,28.74
4079880351,293.76
4079231353,149.04
40763603514,432
40762783515,126.36
4075967357,125.42
40758133514,295.19
4072140353,818.64
4071549352,150.36
4070054353,10.8
40693623514,154.47
4069140357,106.7
40686933511,15.98
4066392352,140.4
4062844352,129.6
4062561352,17.08
4062028352,100.44
4061977359,280.8
40616253511,391.39
40606423510,30.24
4060413359,876.19
4059646354,103.9
4057390351,21.49
4047087355,162
40462713513,135.4
40425633513,117.5
40416103510,163.94
4041498353,144.84
40407743515,86.36
4040712353,109.03
40402243512,105.94
40399143514,123.6
4038443352,126.18
40363263512,264.24
4035657359,128.47
40350153510,209.52
40342163513,753.35
40310313510,123.12
40288573511,53.95
4027867353,483.08
40276523517,102.4
40275773516,702
40264953514,57.24
4025481359,57
4024781359,160.64
4024019359,141.2
40212543516,129.06
40193983512,57.92
40169533510,105.92
40160903512,27
40141953516,59.4
40084223510,41.04
40075553510,29.16
40068483514,64.69
4006046357,50.76
39933233517,167.4
39926093517,135.36
39889923510,30.87
39777363510,111.6
39762893517,131.2
39747353516,1.32
3974407355,105.84
3974230351,45.36
3973905359,46.56
3973745353,19.39
39720763517,13.5
3971505352,11.7
39704783515,13.37
39649103512,170.64
3960202359,74.52
39591903513,173.49
39579053515,37.8
39574933514,4.64
39516203513,621
39496583510,22.68
3949047351,32.4
3948774355,126.36
3944356358,63.72
3941959351,548.19
3936559357,10.8
39358803514,86.61
39352313510,84.24
3933404358,7.68
3933282356,97.2
39332203516,53.72
39326503515,27
39322093510,106.92
3930892352,22.68
3930373351,3.24
3930298352,113.72
3922682359,6.48
3921708351,251.64
39209473512,84.45
39208793513,36.72
3918883356,87.48
39186233511,123.12
39127373510,288.57
3910146353,46.33
39090343514,96.98
3907078352,90.2
39069413511,203.04
3906255355,24.16
3904947359,217.08
3904602351,515.81
39037803516,13.93
3903773357,24.84
39032853517,184.95
39022403513,107.68
3901960357,223
3901243353,85.32
38996633516,97.74
38986663514,162
3897751352,42.12
38957023512,105.84
3894538352,61.05
38934013514,844.81
38922823513,94.76
3889428358,524.24
3886809356,48.88
38836483512,135.8
38814223517,151.28
38791603514,21.92
3879146356,15.92
38789343512,72.9
3877722351,131.56
3877067357,41.47
3876800356,7.49
38746223514,340.2
3873151351,152.07
3871966356,24.69
38676313515,64.8
3867570356,19
38663993517,239.8
38648383511,117.72
38647223510,31.72
38637943512,349.14
3863190351,67.48
38622543515,243.8
3861509352,208.7
3861455358,35.48
3860069356,367.2
38594763511,37.9
38585163516,15.12
38581343512,150.12
3855904353,131.07
38543413513,110.62
38525833510,80.3
38516473515,120.96
3850893353,213.3
3849385353,25.8
3848135359,388.8
3847831352,101.92
3847183354,41.04
3846834352,39.53
3846506351,168.48
38452023513,87.48
38437893511,9.98
38418393516,86.25
3840658351,46.21
38405733516,24.61
38402833510,28.18
3840146351,163.24
38382803511,172.8
3837061358,136.48
3836385353,172.54
38354013512,14.04
38345273510,262
3833063351,300.24
38313043516,45.36
3827963354,20.98
3827178358,4.32
38269973514,65.88
3826638353,23.78
3825648359,45.36
3824498354,270
38189233511,83.73
3818862353,69.98
3818657355,59.4
3816660357,118.8
3815236353,129.6
38128223514,378
38116273512,98.8
38114123510,336.96
3806647356,114.81
3802717357,48.6
38003313517,104.04
37985393513,70.15
37976243517,114.65
3796726356,37.8
37963373510,86.8
37948523514,46.26
3794333353,113.69
3792469359,29.16
3791851352,36.04
37905643515,113.29
3787502353,52.92
37872813513,225.72
37872363511,826.2
3785980352,96.1
3785744352,97.54
37856213513,604.8
37850343510,14.69
3784808352,3.78
3784617352,16.2
37843033513,100.46
3783580352,208.44
3781975358,247.52
3779538352,25.6
3779248359,83.35
37775413514,72.03
37770153512,87.48
3776582358,13.78
37754793510,472.36
3774748352,116.62
37745193511,107.32
3773406353,332.64
37731783510,259.2
3766217355,226.8
3762790351,216.63
37571093511,32.4
37559453515,124.72
3751466352,45.58
3748503352,31.32
37484663515,42.98
3748190354,27
3746851352,157.66
3744819351,52.92
3743584353,319.68
3740675358,102.06
37346983514,447.55
3731277359,42.12
3728208359,145.8
3727744352,42.12
37226333513,224.7
37219333512,43.2
3721698359,1091.88
3720783359,45
3719169352,34.34
3719138351,9.18
3714355356,86.18
3712610356,35.1
3709030353,64.9
37084463510,32.4
3706763355,270
37057353511,10.8
37042883512,159.16
3702086357,49.68
3701072355,105
3693933353,159.66
3693414358,261.02
3689929353,148.06
3689813353,159.3
3688069352,267.84
3680315359,131.31
3676400353,389.15
3671603358,105.8
36692663513,129.6
36672933514,63.72
36628783514,113.4
36618883511,134.56
36593973512,70.22
3657966352,74.52
36523813510,54
36454513517,135
3645093352,214.24
36448983511,43.38
36405623517,107.92
3638828351,168.88
3633304359,122.04
36330453516,1036.71
36293693512,445.28
36286903513,68.58
3623428351,62.64
3622605352,338.44
36216533511,96.1
3620762356,160.01
36199403513,37.89
3618363353,36.28
3616802355,187.92
3616185355,97.2
3613337353,379.08
3610350353,7.26
3609026353,139.04
3606759354,117.33
36014953516,68.04
3600238359,129.6
3598757352,484.56
35965623513,192.24
3595510351,81.21
3594018352,131.08
35925643514,206.28
3590317356,21.63
35898093510,70.2
3588925353,20.71
35887893514,24.48
35873173515,341.86
35776603510,36.72
3576618358,24.62
3574973351,424.44
35747823510,170.11
3574171353,345.6
3574164352,156.6
3573679359,27
35730753513,31.18
3572832352,410.52
3570456356,232.3
3570371356,44.17
3569221356,8.99
3565445353,213.84
3564677351,33.68
35642263516,240
35622533511,153.37
35601813514,367.84
35593763516,73.44
3557846358,157.16
3556382351,61.6
3554272355,140.4
3551394353,74.52
3547076359,60.48
35463523517,21.49
3545638352,58.6
35431223511,552
3541586354,70.2
3535806354,90.72
3535677355,39.74
3534984351,367.2
3534915351,33.05
3532423352,119.65
35313583511,28
35311363517,98.28
3527085357,83.19
35241383511,4.1
3521083352,59.4
3520857353,16.2
3520451357,96.98
3518090352,117.88
3517307353,259.76
3516614353,25.95
3512722358,33.48
35089853511,16.09
3502976359,626.4
3499320355,281.56
34868703517,108.86
3483817352,156.38
3476017356,143.64
3475911359,124.2
3471241351,248.29
34698353514,226.8
3468227352,6.1
3466377355,45.93
34648473510,23.2
3463888356,108
34631923517,310.89
3461877355,13.82
3461167359,98.28
34592943514,93
34586553517,22.24
34577573513,41.04
3449097358,402.16
34434393513,161.28
34433923516,29.7
34427913516,210.49
3441107358,20.52
3439470359,36.24
34384663511,92.25
3437889353,86.34
3437285359,118.8
3435724354,60
34356703515,275.4
3435175359,54
34350523513,261.73
3433942351,172.8
34334473510,73.22
3431337359,17.17
3430583359,300.06
34303783511,64.8
3429402359,217.08
3428399353,172.8
34247733511,105.84
34235853510,161.67
3419083351,9.9
3414422353,32.4
34130053512,136.08
34115823510,168.45
34087733511,121.2
3408209357,85.32
3403938352,27.09
34000503512,272.16
33998043510,9.4
33997743511,75.6
33964833516,230.2
3395981356,97.2
3394748353,178.74
3393161353,59.4
3392157357,227.53
33920723513,182.68
33904433510,76.88
3387931353,242.96
33874053514,162
3387023358,115.56
33869723517,230.04
3386781353,237.6
3384787359,262.76
3382875356,22.68
3382424354,46.4
33814583513,52.92
33801163510,111.78
3374979358,268.36
3374559353,63.7
33744813513,62.64
33734843513,70.2
33714733511,77.76
3370148351,84.02
33690813510,91.12
3369050355,239.71
33677353510,29.69
33668823515,362.88
33666533513,22.23
